id,study_ext,study,author,year,st_names,journal,country,blinding,intervention,control,women_per,timing,fi,fq,pval,fx_site,outcome,HR,lower,upper,Notes,e_con,n_rand_con,e_intv,n_rand_intv,x95_ci,p_value,pri_endpoint,sen_analysis,extended,notes,st_cohort,rep_loss,rep_withdr,rep_death,rep_compt,n_control,n_interven
a_73,11,1,Smith_HALT,2009,Smith (2009)_a1,NEJM,International,Double,Denosumab,Placebo,0,2,3,0.0022189,0.0139336,Vert_12m,1,0.15,0.04,0.67,Values not provided,13,734,2,734,N/a,0.004,0,0,0,No. available provided in Fig 3,men w androgen-deprivation Tx for prostate ca: 70+ or osteopenic 70-,38,270,86,912,673,679
a_74,11,,Smith_HALT,2009,Smith (2009)_a2,NEJM,International,Double,Denosumab,Placebo,0,4,4,0.0029586,0.0083096,Vert_24m,1,0.32,0.14,0.73,Values not provided,22,734,7,734,N/a,0.004,0,0,0,No. available provided in Fig 3,men w androgen-deprivation Tx for prostate ca: 70+ or osteopenic 70-,38,270,86,912,673,679
a_75,11,,Smith_HALT,2009,Smith (2009)_a3,NEJM,International,Double,Denosumab,Placebo,0,5,4,0.0029586,0.0101221,Vert_36m,1,0.38,0.19,0.78,,26,734,10,734,"[0.19,0.78]",0.006,0,0,0,No. available provided in Fig 3,men w androgen-deprivation Tx for prostate ca: 70+ or osteopenic 70-,38,270,86,912,673,679
a_76,11,,Smith_HALT,2009,Smith (2009)_a4,NEJM,International,Double,Denosumab,Placebo,0,5,3,0.002092,0.0113684,MultiFx_36m,1,0.28,0.1,0.74,,18,734,5,734,"[0.1,074]",0.006,0,0,0,No. available calculated manually,men w androgen-deprivation Tx for prostate ca: 70+ or osteopenic 70-,38,270,86,912,720,714
a_77,12,1,Matsumoto,2008,Matsumoto (2008)_a1,OI,Japan,Double,Minodronate,Placebo,1,4,20,0.0367647,0.0000474,Vert_24m,1,0.41,0.27,0.63,,69,345,31,359,"0.267, 0.634",0.0001,1,0,0,KM methods used,postm women aged 55+ w 1+ vert fx,140,,,492,271,273
a_78,12,,Matsumoto,2008,Matsumoto (2008)_a2,OI,Japan,Double,Minodronate,Placebo,1,1,6,0.0097087,0.2800933,Vert_6m,1,,,,Values not provided,27,345,20,359,NA,,0,0,0,KM methods used,postm women aged 55+ w 1+ vert fx,140,,,,308,310
a_79,12,,Matsumoto,2008,Matsumoto (2008)_a3,OI,Japan,Double,Minodronate,Placebo,1,2,3,0.0051195,0.0205749,Vert_12m,1,0.57,0.34,0.94,Values not provided,38,345,21,359,NA,,0,0,0,KM methods used,postm women aged 55+ w 1+ vert fx,140,,,,303,295
a_80,12,,Matsumoto,2008,Matsumoto (2008)_a4,OI,Japan,Double,Minodronate,Placebo,1,3,9,0.0160142,0.0028044,Vert_18m,1,0.53,0.34,0.82,Values not provided,52,345,27,359,NA,,0,0,0,KM methods used,postm women aged 55+ w 1+ vert fx,140,,,,294,288
a_81,13,1,Greenspan_TOP,2007,Greenspan (2007)_a1,Ann Intern Med,International,Double,PTH,Placebo,1,3,,,,NworsenVert_18m,1,0.42,0.24,0.72,,42,1246,18,1286,"0.24, 0.72",0.001,1,0,0,TOP_ Different assumptions: main No Fx among those uncompleted,Postm women with low BMD,43,292,,270,877,824
a_82,14,1,Black_HORIZON,2007,Black (2007)_a1,NEJM,International,Double,Zoledronate,Placebo,1,5,171,0.0301322,2.39e-25,Vert_36m,1,0.3,0.24,0.38,,310,3861,92,3875,"[0.24,0.38]",0.0001,1,0,0,"reported loss = adverse events, withdrawal of consent, loss to FU and death","postm women aged 65+: (i) <-2.5, 1+ vert; (ii) <-1.5, 2+ mild/ 1+ mod vert",1219,,,,2853,2822
a_83,14,,Black_HORIZON,2007,Black (2007)_a2,NEJM,International,Double,Zoledronate,Placebo,1,5,16,0.0022118,0.0008233,Hip_36m,2,0.59,0.42,0.83,,88,3861,52,3875,"[0.42,0.83]",0.002,1,0,0,No. available manually calculated from rates,"postm women aged 65+: (i) <-2.5, 1+ vert; (ii) <-1.5, 2+ mild/ 1+ mod vert",1219,,,,3232,3213
a_84,14,,Black_HORIZON,2007,Black (2007)_a3,NEJM,International,Double,Zoledronate,Placebo,1,5,49,0.0067345,0.0000818,NonVert_36m,2,0.75,0.64,0.87,,388,3861,292,3875,"[0.64,0.87]",0.0001,0,0,0,No. available manually calculated from rates,"postm women aged 65+: (i) <-2.5, 1+ vert; (ii) <-1.5, 2+ mild/ 1+ mod vert",1219,,,,3280,3248
a_85,14,,Black_HORIZON,2007,Black (2007)_a4,NEJM,International,Double,Zoledronate,Placebo,1,5,93,0.0120217,3.01e-08,ClinFx_36m,2,0.67,0.58,0.77,,456,3861,308,3875,"[0.58,0.77]",0.0001,0,0,0,No. available manually calculated from rates,"postm women aged 65+: (i) <-2.5, 1+ vert; (ii) <-1.5, 2+ mild/ 1+ mod vert",1219,,,,3299,3250
a_86,14,,Black_HORIZON,2007,Black (2007)_a5,NEJM,International,Double,Zoledronate,Placebo,1,5,47,0.0068986,8.30e-10,ClinVert_36m,2,0.23,0.14,0.37,,84,3861,19,3875,"[0.14,0.37]",0.0001,0,0,0,No. available manually calculated from rates,"postm women aged 65+: (i) <-2.5, 1+ vert; (ii) <-1.5, 2+ mild/ 1+ mod vert",1219,,,,3228,3201
a_87,14,,Black_HORIZON,2007,Black (2007)_a6,NEJM,International,Double,Zoledronate,Placebo,1,5,38,0.006696,1.81e-08,MVert_36m,1,0.11,0.05,0.23,,66,3861,7,3875,"0.05, 0.23",0.0001,0,0,0,,"postm women aged 65+: (i) <-2.5, 1+ vert; (ii) <-1.5, 2+ mild/ 1+ mod vert",1219,,,,2853,2822
a_88,15,1,Lyles_HORIZONRecur,2007,Lyles (2007)_a1,NEJM,International,Double,Zoledronate,Placebo,0.76,5,19,0.0089328,0.0010899,ClinFx_36m,2,0.65,0.5,0.84,,139,1062,92,1065,"[0.50,0.84]",0.001,1,0,0,No. too small given extremely high risk of death following a hip fx,pats aged 50+ w hip fx,63,229,244,1516,258,221
a_89,15,,Lyles_HORIZONRecur,2007,Lyles (2007)_a2,NEJM,International,Double,Zoledronate,Placebo,0.76,5,3,0.0014104,0.0308872,NonVert_36m,2,0.73,0.55,0.98,,107,1062,79,1065,"[0.55,0.98]",0.03,0,0,0,,pats aged 50+ w hip fx,63,229,244,1516,236,209
a_90,15,,Lyles_HORIZONRecur,2007,Lyles (2007)_a3,NEJM,International,Double,Zoledronate,Placebo,0.76,5,3,0.0014104,0.019934,ClinVert_36m,2,0.54,0.32,0.92,,39,1062,21,1065,"[0.32,0.92]",0.02,0,0,0,,pats aged 50+ w hip fx,63,229,244,1516,178,161
a_91,16,,Reginster_TROPOS,2005,Reginster (2005)_a1,JECM,International,Double,Strontium Ranelate,Placebo,1,5,,,,NonVert_36m,2,0.84,0.7,1,,316,2537,278,2554,"0.702, 0.995",0.04,1,0,0,ITT sample = 2453 (C) + 2479 (S),postm osteoporotic women aged 74+ or 70+ w 1 risk factor,25,1587,,3320,2453,2479
a_92,16,1,Reginster_TROPOS,2005,Reginster (2005)_a2,JECM,International,Double,Strontium Ranelate,Placebo,1,5,,,,MajorNonVert_36m,2,0.81,0.66,0.98,,255,2537,216,2554,"0.66, 0.98",0.031,0,0,0,ITT sample = 2453 (C) + 2479 (S),postm osteoporotic women aged 74+ or 70+ w 1 risk factor,25,1587,,3320,2453,2479
a_93,16,,Reginster_TROPOS,2005,Reginster (2005)_a3,JECM,International,Double,Strontium Ranelate,Placebo,1,5,,,,Hip_36m,2,0.64,0.41,1,,64,995,42,982,"0.412, 0.997",0.046,0,1,0,"No. rand unknown, active samples used",High-risk: W74+ n BMD<=-3,25,1587,,3320,995,982
a_94,16,,Reginster_TROPOS,2005,Reginster (2005)_a4,JECM,International,Double,Strontium Ranelate,Placebo,1,5,,,,Vert_36m,1,0.55,0.42,0.72,,166,1186,95,1230,"0.42, 0.72",0.0001,0,1,0,"No. rand unknown, active samples used",No prevalent vert fx,25,1587,,3320,1186,1230
a_95,16,,Reginster_TROPOS,2005,Reginster (2005)_a5,JECM,International,Double,Strontium Ranelate,Placebo,1,5,,,,Vert_36m,1,0.68,0.53,0.85,,145,637,185,587,"0.53, 0.85",0.0001,0,1,0,"No. rand unknown, active samples used",1+ prevalent vert fx,25,1587,,3320,637,587
a_96,17,1,Chesnut_BONE,2004,Chesnut (2004)_a1,JBMR,International,Double,Ibandronate daily,Placebo,1,5,15,0.0076844,0.0005287,Vert_36m,1,0.38,0.25,0.59,,73,982,37,982,NA,0.0001,1,0,0,No. available impossible to be extracted; derived from Table 1,postm women w BMD<= -2.0 n 1+ vert fx,,,,1276,975,977
a_97,17,,Chesnut_BONE,2004,Chesnut (2004)_a2,JBMR,International,Double,Ibandronate intermittent,Placebo,1,5,13,0.0066598,0.001126,Vert_36m,1,0.5,0.34,0.74,,73,982,39,982,NA,0.0006,1,0,0,No. available impossible to be extracted; derived from Table 1,postm women w BMD<= -2.0 n 1+ vert fx,,,,1290,975,977
a_98,17,,Chesnut_BONE,2004,Chesnut (2004)_a3,JBMR,International,Double,Ibandronate daily,Placebo,1,4,6,0.0030738,0.0092593,Vert_24m,1,0.39,0.23,0.67,,47,982,25,982,NA,0.0006,0,0,0,No. available impossible to be extracted; derived from Table 1,postm women w BMD<= -2.0 n 1+ vert fx,,,,1276,975,977
a_99,17,,Chesnut_BONE,2004,Chesnut (2004)_a4,JBMR,International,Double,Ibandronate intermittent,Placebo,1,4,9,0.0046107,0.0027641,Vert_24m,1,0.44,0.26,0.73,,47,982,22,982,NA,0.0017,0,0,0,No. available impossible to be extracted; derived from Table 1,postm women w BMD<= -2.0 n 1+ vert fx,,,,1276,975,977
a_100,17,,Chesnut_BONE,2004,Chesnut (2004)_a5,JBMR,International,Double,Ibandronate daily,Placebo,1,5,4,0.0020492,0.0164508,ClinVert_36m,1,0.51,0.32,0.89,Did not provide CI for relative risk reduction (hence could not calulate HR 95% CI),41,982,22,982,NA,0.0117,0,0,0,No. available impossible to be extracted; derived from Table 1,postm women w BMD<= -2.0 n 1+ vert fx,,,,1276,975,977
a_101,17,,Chesnut_BONE,2004,Chesnut (2004)_a6,JBMR,International,Double,Ibandronate intermittent,Placebo,1,5,4,0.0020492,0.0164508,ClinVert_36m,1,0.52,0.32,0.89,Did not provide CI for relative risk reduction (hence could not calulate HR 95% CI),41,982,22,982,NA,0.0143,0,0,0,No. available impossible to be extracted; derived from Table 1,postm women w BMD<= -2.0 n 1+ vert fx,,,,1290,975,977
a_102,18,1,Meunier_SOTI,2004,Meunier (2004)_a1,NEJM,International,Double,Strontium Ranelate,Placebo,1,5,,,,Vert_36m,1,0.59,0.48,0.73,,237,821,150,828,"0.48, 0.73",0.0001,1,0,0,ITT sample = 723 © + 719 (S),postm osteoporotic women w 1+ vert fx,,,,1442,723,719
a_103,18,,Meunier_SOTI,2004,Meunier (2004)_a2,NEJM,International,Double,Strontium Ranelate,Placebo,1,5,,,,Vert_36m,1,0.58,0.46,0.73,,205,821,127,828,"0.46, 0.73",0.0001,1,1,0,ITT sample = 723 © + 719 (S),postm osteoporotic women w 1+ vert fx,,,,1442,723,719
a_104,18,,Meunier_SOTI,2004,Meunier (2004)_a3,NEJM,International,Double,Strontium Ranelate,Placebo,1,2,,,,Vert_12m,1,0.51,0.36,0.75,,85,821,43,828,"0.36, 0.75",0.0001,0,0,0,ITT sample = 723 © + 719 (S),postm osteoporotic women w 1+ vert fx,,,,1385,699,686
a_105,18,,Meunier_SOTI,2004,Meunier (2004)_a4,NEJM,International,Double,Strontium Ranelate,Placebo,1,2,,,,ClinVert_12m,1,0.48,0.29,0.8,Symptomatic fracture reported as Clinical fracture,45,821,21,828,"0.29, 0.80",0.003,0,0,0,ITT sample = 723 © + 719 (S),postm osteoporotic women w 1+ vert fx,,,,1385,699,686
a_106,18,,Meunier_SOTI,2004,Meunier (2004)_a5,NEJM,International,Double,Strontium Ranelate,Placebo,1,5,,,,MultiVert_36m,1,0.64,0.44,0.93,,71,821,46,828,"0.44, 0.93",0.02,0,1,0,ITT sample = 723 © + 719 (S),postm osteoporotic women w 1+ vert fx,,,,1442,723,719
a_107,18,,Meunier_SOTI,2004,Meunier (2004)_a6,NEJM,International,Double,Strontium Ranelate,Placebo,1,5,,,,ClinVert_36m,1,0.62,0.47,0.83,,126,821,81,828,"0.47, 0.83",0.0001,0,1,0,ITT sample = 723 (C)  + 719 (S),postm osteoporotic women w 1+ vert fx,,,,1260,723,719
a_108,18b,,Meunier_SOTI_y4,2009,Meunier (2009)_exta1,OI,International,Double,Strontium Ranelate,Placebo,1,6,111,0.0966057,1.10e-16,Vert_48m,1,0.67,0.55,0.81,,421,821,275,828,"0.55, 0.81",0.0001,0,0,1,Extended SOTI trial (Y 4th),postmen osteoporotic women,,,,1149,577,572
a_109,18b,,Meunier_SOTI_y4,2009,Meunier (2009)_exta2,OI,International,Double,Strontium Ranelate,Placebo,1,6,12,0.0104439,0.0045334,ClinVert_48m,1,0.64,0.49,0.83,,121,821,83,828,"[0.49,0.83]",0.0001,0,0,1,Extended SOTI trial (Y 4th),postmen osteoporotic women,,,,1149,577,572
a_110,19,,Trivedi,2003,Trivedi (2003)_a1,BMJ,UK,Double,Vit D,Placebo,0.24,8,1,0.0003723,0.0509921,Fx_70m,2,0.78,0.61,0.99,,149,1341,119,1345,[0.61-0.99],0.04,1,0,0,"No. at risk NOT provided. Those not complete the 5yFU, incl. death (n=631)",pats aged 65+,631,160,,,1341,1345
a_111,19,1,Trivedi,2003,Trivedi (2003)_a2,BMJ,UK,Double,Vit D,Placebo,0.24,8,4,0.0014892,0.0218264,Hip_Wrist_Forearm_Vertebrae_70m,2,0.67,0.48,0.93,,87,1341,60,1345,[0.48-0.93],0.02,0,0,0,"No. at risk NOT provided. Those not complete the 5yFU, incl. death (n=631)",pats aged 65+,631,160,,,1341,1345
a_112,19,,Trivedi,2003,Trivedi (2003)_a3,BMJ,UK,Double,Vit D,Placebo,0.24,8,1,0.0003723,0.058081,Hip_Wrist_Forearm_70m,2,0.67,0.46,0.99,,62,1341,43,1345,[0.46-0.99],0.04,0,0,0,"No. at risk NOT provided. Those not complete the 5yFU, incl. death (n=631)",pats aged 65+,631,160,,,1341,1345
a_113,20,1,Neer,2001,Neer (2001)_a1,NEJM,International,Double,Teriparatide_20,Placebo,1,4,23,0.0257848,8.55e-06,Vert_24m,1,0.35,0.22,0.55,,64,544,22,541,NA,0.001,1,0,0,"PTH_20 [No flowchart, no details on loss to FU, withdrawal]",postm women w either 2+ vert fx or BMD<-1,,,,,448,444
a_114,20,,Neer,2001,Neer (2001)_a2,NEJM,International,Double,Teriparatide_40,Placebo,1,4,25,0.0283447,2.80e-06,Vert_24m,1,0.31,0.19,0.5,,64,544,19,552,NA,0.001,1,0,0,PTH_40,postm women w either 2+ vert fx or BMD<-1,,,,,448,434
a_115,20,,Neer,2001,Neer (2001)_a3,NEJM,International,Double,Teriparatide_20,Placebo,1,4,22,0.0246637,6.37e-06,MajVert_24m,1,0.1,0.04,0.27,Major Vert fx reported as moderate/severe fx ,42,544,4,541,NA,0.001,0,0,0,"PTH_20 [No flowchart, no details on loss to FU, withdrawal]",postm women w either 2+ vert fx or BMD<-1,,,,,448,444
a_116,20,,Neer,2001,Neer (2001)_a4,NEJM,International,Double,Teriparatide_20,Placebo,1,4,,,,MultiVert_24m,1,0.23,0.09,0.6,,22,544,5,541,NA,0.001,0,0,0,"PTH_20 [No flowchart, no details on loss to FU, withdrawal]",postm women w either 2+ vert fx or BMD<-1,,,,,448,444
a_117,20,,Neer,2001,Neer (2001)_a5,NEJM,International,Double,Teriparatide_20,Placebo,1,4,3,0.002765,0.0173196,NonVert_24m,2,0.47,0.25,0.88,Same CI values (interpreted as same),53,544,34,541,"0.25, 0.88",0.04,0,0,0,PTH_20. ALL fx.No. at risk 18m,postm women w either 2+ vert fx or BMD<-1,,,,,457,434
a_118,20,,Neer,2001,Neer (2001)_a6,NEJM,International,Double,Teriparatide_20,Placebo,1,4,,,,NonVertOFx_24m,2,0.47,0.25,0.88,Same CI values (interpreted as same),30,544,14,541,"0.25, 0.88",0.02,0,0,0,PTH_20. Fragility fx.No. at risk 18m,postm women w either 2+ vert fx or BMD<-1,,,,,434,414
a_119,20,,Neer,2001,Neer (2001)_a7,NEJM,International,Double,Teriparatide_40,Placebo,1,4,17,0.0192744,0.0000294,MajVert_24m,1,0.22,0.11,0.45,Major Vert fx reported as moderate/severe fx ,42,544,9,552,NA,0.001,0,0,0,PTH_40,postm women w either 2+ vert fx or BMD<-1,,,,,448,434
a_120,20,,Neer,2001,Neer (2001)_a8,NEJM,International,Double,Teriparatide_40,Placebo,1,4,,,,MultiVert_24m,1,0.14,0.04,0.47,,22,544,3,552,NA,0.01,0,0,0,PTH_40,postm women w either 2+ vert fx or BMD<-1,,,,,448,434
a_121,20,,Neer,2001,Neer (2001)_a9,NEJM,International,Double,Teriparatide_40,Placebo,1,4,3,0.002765,0.0173196,NonVert_24m,2,0.46,0.25,0.86,Same CI values (interpreted as same),53,544,32,552,"0.25, 0.86",0.02,0,0,0,PTH_40. ALL fx.No. at risk 18m,postm women w either 2+ vert fx or BMD<-1,,,,,457,422
a_122,20,,Neer,2001,Neer (2001)_a10,NEJM,International,Double,Teriparatide_40,Placebo,1,4,,,,NonVertOFx_24m,2,0.46,0.25,0.86,Same CI values (interpreted as same),30,544,14,552,"0.25, 0.86",0.01,0,0,0,PTH_40. Fragility fx.No. at risk 18m,postm women w either 2+ vert fx or BMD<-1,,,,,434,404
a_123,21,1,Reginster_VERT,2000,Reginster (2000)_a1,OI,International,Double,Risedronate_50,Placebo,1,5,,,,Vert_36m,1,0.51,0.36,0.73,,89,407,53,407,"0.36, 0.73",0.00001,1,0,0,This study was conducted in Europe + AUS,,336,342,,472,346,344
a_124,21,,Reginster_VERT,2000,Reginster (2000)_a2,OI,International,Double,Risedronate_50,Placebo,1,2,,,,Vert_12m,1,0.39,0.22,0.68,,45,407,19,407,"0.22, 0.68",0.001,0,0,0,This study was conducted in Europe + AUS,,336,342,,472,334,333
a_125,21,,Reginster_VERT,2000,Reginster (2000)_a3,OI,International,Double,Risedronate_25,Placebo,1,2,,,,Vert_12m,1,0.5,0.3,0.84,,45,407,24,408,"0.30, 0.84",0.012,0,0,0,This study was conducted in Europe + AUS,,336,342,,472,334,329
a_126,22,1,Pols_FOSIT,1999,Pols (1999)_a1,OI,International,Double,Alendronate,Placebo,1,2,,,,NonVert_12m,1,0.53,0.3,0.9,,37,958,19,950,"0.30, 0.90",0.021,0,0,0,,postm women aged < 85+ BMD -2.0,211,,,,958,950
a_127,23,1,Harris_VERT,1999,Marris (1999)_a1,JAMA,International,Double,Risendronate,Placebo,1,5,11,0.0080058,0.0040104,Vert_36m,1,0.59,0.43,0.82,,93,815,61,813,"0.43, 0.82",0.003,1,0,0,,postm osteoporotic women w 1+ vert fx,35,218,,939,678,696
a_128,23,,Harris_VERT,1999,Marris (1999)_a2,JAMA,International,Double,Risendronate,Placebo,1,5,1,0.0006146,0.0376296,NonVert_36m,1,0.6,0.39,0.94,,52,815,33,813,"0.39, 0.94",0.02,0,0,0,,postm osteoporotic women w 1+ vert fx,35,218,,939,815,812
a_129,23,,Harris_VERT,1999,Marris (1999)_a3,JAMA,International,Double,Risendronate,Placebo,1,2,11,0.0082769,0.000697,Vert_12m,1,0.35,0.19,0.62,Risendronate 5mg,42,815,16,813,"0.19, 0.62",0.0001,0,0,0,,postm osteoporotic women w 1+ vert fx,35,218,,939,660,669
a_130,23,,Harris_VERT,1999,Marris (1999)_a4,JAMA,International,Double,Risendronate,Placebo,1,2,11,0.0082769,0.000697,Vert_12m,1,0.54,0.32,0.91,Risendronate 2.5mg,42,815,23,811,"0.32, 0.91",0.02,0,0,0,Risedronate 2.5mg,postm osteoporotic women w 1+ vert fx,21,218,,,660,618
a_131,23b,,Watts_VERTNA,2007,Watts (2007)_exta1,OI,International,Double,Risendronate,Placebo,1,6,4,0.0052701,0.0156211,Vert_48m,1,0.54,0.34,0.86,Based on extension year/follow up post VERT study,42,450,26,489,"[0.34,0.86]",0.009,0,0,1,VERT extended for 1yr,postm osteoporotic women w 1+ vert fx,,,,599,361,398
a_132,24,1,Cummings_FIT,1998,Cummings (1998)_a1,JAMA,USA,Double ,Alendronate,Placebo,1,6,13,0.0031447,0.0017687,Vert_48m,1,0.56,0.39,0.8,Only equal to or greater than 1 vert was significant difference,78,2218,43,2214,"0.39,0.8",0.002,1,0,0,No. loss to FU not reported,women BMD<-2.0 WO fx,,,72,4272,2077,2057
a_133,24,,Cummings_FIT,1998,Cummings (1998)_a2,JAMA,USA,Double ,Alendronate,Placebo,1,6,7,0.0015794,0.0208731,OtherClinFx_48m,1,0.79,0.65,0.96,"Does not include clinical, nonvertebral, hip, wrist",227,2218,182,2214,"0.65,0.96",0.02,0,0,0,No. loss to FU not reported,women BMD<-2.0 WO fx,,,72,4272,2218,2214
a_134,25,1,Dawson-Hughes,1997,Dawson-Hughes (1997)_a1,NEJM,USA,Double,Calcium + vit D,Placebo,0.55,5,2,0.0051414,0.0232541,NonVert_36m,1,0.5,0.2,0.9,Reported the CI that was attached to table 5 (where our values for e_con & e_intv came from) - there is another value specifically for any first nonvertebral fracture for participants who completed study,26,234,11,216,[0.2-0.9],0.02,0,0,0,Any fx (incl. face n multiple),pats aged 65+  ,,,,318,202,187
a_135,26,1,Black_FIT,1996,Black (1996)_a1,Lancet,USA,Double,Alendronate,Placebo,1,4,,,,Vert_24m,1,0.53,0.41,0.68,,145,1005,78,1022,"0.41, 0.68",,1,0,0,ALN 5mg-10mg,postm women BMD<-2.1,81,,,,965,981
a_136,26,,Black_FIT,1996,Black (1996)_a2,Lancet,USA,Double,Alendronate,Placebo,1,4,,,,ClinVert_24m,2,0.45,0.27,0.72,,50,1005,23,1022,"0.27, 0.72",,0,0,0,,,81,,,,1005,1022
a_137,26,,Black_FIT,1996,Black (1996)_a3,Lancet,USA,Double,Alendronate,Placebo,1,4,,,,ClinFx_24m,2,0.72,0.58,0.9,,183,1005,139,1022,"0.58, 0.90",,0,0,0,,,81,,,,1005,1022
a_138,26,,Black_FIT,1996,Black (1996)_a4,Lancet,USA,Double,Alendronate,Placebo,1,4,,,,Hip_24m,2,0.49,0.23,0.99,,22,1005,11,1022,"0.23, 0.99",,0,0,0,,,81,,,,1005,1022
a_139,26,,Black_FIT,1996,Black (1996)_a5,Lancet,USA,Double,Alendronate,Placebo,1,4,,,,Wrist_24m,2,0.52,0.31,0.87,,41,1005,22,1022,"0.31, 0.87",,0,0,0,,,81,,,,1005,1022
a_140,27,1,Chapuy,1992,Chapuy (1992)_a1,NEJM,France,Double,Calcium + vit D,Placebo,1,3,1,0.0005666,0.0394985,Hip_18m,1,0.57,0.34,0.97,,37,1636,21,1634,NA,0.043,1,0,0,Primary analysis,women aged 69+,107,534,532,1765,888,877
a_141,27,,Chapuy,1992,Chapuy (1992)_a2,NEJM,France,Double,Calcium + vit D,Placebo,1,3,8,0.003367,0.0103396,Hip_18m,2,0.69,0.51,0.91,,103,1636,73,1634,NA,,1,1,0,Active-Tx analysis. No. at risk NA,women aged 69+,107,534,532,1765,1168,1208
a_142,27,,Chapuy,1992,Chapuy (1992)_a3,NEJM,France,Double,Calcium + vit D,Placebo,1,3,3,0.0010753,0.0306008,Hip_18m,2,0.74,0.56,0.97,Reports the odds ratio,110,1636,80,1634,NA,,1,1,0,Intension-to-treat analysis. No. at risk NA,women aged 69+,107,534,532,1765,1403,1387
a_143,27,,Chapuy,1992,Chapuy (1992)_a4,NEJM,France,Double,Calcium + vit D,Placebo,1,3,6,0.0033994,0.014426,Nonvert_18m,1,0.69,0.51,0.93,,97,1636,66,1634,NA,0.015,0,0,0,Primary analysis,women aged 69+,107,534,532,1765,888,877
a_144,27,,Chapuy,1992,Chapuy (1992)_a5,NEJM,France,Double,Calcium + vit D,Placebo,1,3,25,0.0105219,0.0007459,Nonvert_18m,2,0.72,0.59,0.87,,204,1636,151,1634,NA,,0,1,0,Active-Tx analysis. No. at risk NA,women aged 69+,107,534,532,1765,1168,1208
a_145,27,,Chapuy,1992,Chapuy (1992)_a6,NEJM,France,Double,Calcium + vit D,Placebo,1,3,17,0.0060932,0.0035146,Nonvert_18m,2,0.75,0.62,0.91,Odds ratio for non-vertebral fractures,215,1636,160,1634,NA,,0,1,0,Intension-to-treat analysis. No. at risk NA,women aged 69+,107,534,532,1765,1403,1387
a_146,27b,,Chapuy,1993,Chapuy (1993)_exta1,BMJ,France,Double,Calcium + vit D,Placebo,1,5,11,0.0062323,0.0065422,Hip_36m,2,0.7,0.62,0.78,Based on active treatment analysis,153,893,109,872,NA,0.01,0,0,1,Active-Tx analysis. No. at risk NA. No flowchart,"women aged 69+, followed up for another 18 months (totally 3y)",,,,,893,872
a_147,27b,,Chapuy,1993,Chapuy (1993)_exta2,BMJ,France,Double,Calcium + vit D,Placebo,1,5,16,0.0069475,0.0039947,Hip_36m,2,0.73,0.62,0.84,Based on intention to treat analysis,178,1127,137,1176,NA,0.02,0,0,1,Intension-to-treat analysis. No. at risk NA. No flowchart,"women aged 69+, followed up for another 18 months (totally 3y)",,,,,1127,1176
a_148,27b,,Chapuy,1993,Chapuy (1993)_exta3,BMJ,France,Double,Calcium + vit D,Placebo,1,5,22,0.0124646,0.0015442,Fx_36m,2,0.7,0.51,0.91,Based on active treatment analysis,270,893,205,872,NA,0.01,0,0,1,Active-Tx analysis. No. at risk NA. No flowchart,"women aged 69+, followed up for another 18 months (totally 3y)",,,,,893,872
a_149,27b,,Chapuy,1993,Chapuy (1993)_exta4,BMJ,France,Double,Calcium + vit D,Placebo,1,5,25,0.0108554,0.0016895,Fx_36m,2,0.72,0.6,0.84,Based on intention to treat analysis,308,1127,255,1176,NA,0.02,0,0,1,Intension-to-treat analysis. No. at risk NA. No flowchart,"women aged 69+, followed up for another 18 months (totally 3y)",,,,,1127,1176
